Province/State,Country/Region,Last Update,Confirmed,Suspected,Recovered,Death
Guangdong,Mainland China,1/31/20 14:00,535,,14,
Henan,Mainland China,1/31/20 14:00,422,,3,2
Hunan,Mainland China,1/31/20 14:00,389,,8,
Anhui,Mainland China,1/31/20 14:00,297,,5,
Jiangxi,Mainland China,1/31/20 14:00,286,,9,
Chongqing,Mainland China,1/31/20 14:00,247,,3,1
Sichuan,Mainland China,1/31/20 14:00,207,,3,1
Shandong,Mainland China,1/31/20 14:00,206,,3,
Jiangsu,Mainland China,1/31/20 14:00,202,,6,
Shanghai,Mainland China,1/31/20 14:00,169,,10,1
Beijing,Mainland China,1/31/20 14:00,168,,9,1
Fujian,Mainland China,1/31/20 14:00,144,,,
Shaanxi,Mainland China,1/31/20 14:00,101,,,
Guangxi,Mainland China,1/31/20 14:00,100,,2,
Hebei,Mainland China,1/31/20 14:00,96,,,1
Yunnan,Mainland China,1/31/20 14:00,91,,2,
Heilongjiang,Mainland China,1/31/20 14:00,80,,2,2
Liaoning,Mainland China,1/31/20 14:00,63,,1,
Hainan,Mainland China,1/31/20 14:00,62,,1,1
Shanxi,Mainland China,1/31/20 14:00,47,,1,
Tianjin,Mainland China,1/31/20 14:00,38,,,
Gansu,Mainland China,1/31/20 14:00,35,,,
Guizhou,Mainland China,1/31/20 14:00,29,,2,
Ningxia,Mainland China,1/31/20 14:00,26,,,
Inner Mongolia,Mainland China,1/31/20 14:00,23,,1,
Xinjiang,Mainland China,1/31/20 14:00,18,,,
Jilin,Mainland China,1/31/20 14:00,17,,1,
Hong Kong,Hong Kong,1/31/20 14:00,13,,,
Taiwan,Taiwan,1/31/20 14:00,10,,,
Qinghai,Mainland China,1/31/20 14:00,9,,,
Macau,Macau,1/31/20 14:00,7,,,
Tibet,Mainland China,1/31/20 14:00,1,,,
Washington,United States,1/31/20 14:00,1,,,
Illinois,United States,1/31/20 14:00,2,,,
California,United States,1/31/20 14:00,3,,,
Arizona,United States,1/31/20 14:00,1,,,
,Japan,1/31/20 14:00,17,,1,
,Thailand,1/31/20 14:00,19,,7,
,South Korea,1/31/20 14:00,12,,,
,Singapore,1/31/20 14:00,18,,,
,Vietnam,1/31/20 14:00,6,,1,
,France,1/31/20 14:00,6,,,
,Nepal,1/31/20 14:00,1,,,
,Malaysia,1/31/20 14:00,8,,,
Ontario,Canada,1/31/20 14:00,3,,,
British Columbia,Canada,1/31/20 14:00,1,,,
,Cambodia,1/31/20 14:00,1,,,
,Sri Lanka,1/31/20 14:00,1,,1,
,Russia,1/31/20 15:20,2,,0,0
,UK,1/31/20 15:20,2,,0,0
"Chicago, IL",United States,1/31/20 15:20,2,,0,0
South Australia,Australia,1/31/20 15:20,1,,0,0
,Cambodia,1/31/20 15:20,1,,0,0
British Columbia,Canada,1/31/20 15:20,1,,0,0
,Finland,1/31/20 15:20,1,,0,0
,India,1/31/20 15:20,1,,0,0
Tibet,Mainland China,1/31/20 15:20,1,,0,0
,Malaysia,1/31/20 16:13,8,,0,0
,Germany,1/31/20 16:13,8,,0,0
Macau,Macau,1/31/20 16:13,7,,0,0
,France,1/31/20 16:13,6,,0,0
,Vietnam,1/31/20 16:13,6,,1,0
New South Wales,Australia,1/31/20 16:13,4,,2,0
Victoria,Australia,1/31/20 16:13,4,,0,0
,United Arab Emirates,1/31/20 16:13,4,,0,0
Queensland,Australia,1/31/20 16:13,3,,0,0
Ontario,Canada,1/31/20 16:13,3,,0,0
,Italy,1/31/20 16:13,2,,0,0
Qinghai,Mainland China,1/31/20 17:00,9,,0,0
"Los Angeles, CA",United States,2/1/20 1:52,1,,0,0
"Orange, CA",United States,2/1/20 1:52,1,,0,0
"Santa Clara, CA",United States,2/1/20 1:52,1,,0,0
"Seattle, WA",United States,2/1/20 1:52,1,,0,0
"Tempe, AZ",United States,2/1/20 1:52,1,,0,0
Hubei,Mainland China,2/1/20 1:52,7153,,168,249
Zhejiang,Mainland China,2/1/20 1:52,599,,21,0
Guangdong,Mainland China,2/1/20 1:52,535,,14,0
Henan,Mainland China,2/1/20 1:52,422,,3,2
Hunan,Mainland China,2/1/20 1:52,389,,8,0
Anhui,Mainland China,2/1/20 1:52,297,,5,0
Jiangxi,Mainland China,2/1/20 1:52,286,,9,0
Chongqing,Mainland China,2/1/20 1:52,247,,3,1
Sichuan,Mainland China,2/1/20 1:52,207,,3,1
Shandong,Mainland China,2/1/20 1:52,206,,3,0
Jiangsu,Mainland China,2/1/20 1:52,202,,6,0
Shanghai,Mainland China,2/1/20 1:52,169,,10,1
Beijing,Mainland China,2/1/20 1:52,168,,9,1
Fujian,Mainland China,2/1/20 1:52,144,,0,0
Shaanxi,Mainland China,2/1/20 1:52,101,,0,0
Guangxi,Mainland China,2/1/20 1:52,100,,2,0
Hebei,Mainland China,2/1/20 1:52,96,,0,1
Yunnan,Mainland China,2/1/20 1:52,93,,2,0
Heilongjiang,Mainland China,2/1/20 1:52,80,,2,2
Liaoning,Mainland China,2/1/20 1:52,64,,1,0
Hainan,Mainland China,2/1/20 1:52,62,,1,1
Shanxi,Mainland China,2/1/20 1:52,47,,1,0
Tianjin,Mainland China,2/1/20 1:52,41,,0,0
Gansu,Mainland China,2/1/20 1:52,40,,0,0
Guizhou,Mainland China,2/1/20 1:52,29,,2,0
Ningxia,Mainland China,2/1/20 1:52,26,,0,0
Inner Mongolia,Mainland China,2/1/20 1:52,23,,1,0
,Japan,2/1/20 1:52,20,,1,0
,Thailand,2/1/20 1:52,19,,5,0
Xinjiang,Mainland China,2/1/20 1:52,18,,0,0
Jilin,Mainland China,2/1/20 1:52,17,,1,0
,Singapore,2/1/20 1:52,16,,0,0
Hong Kong,Hong Kong,2/1/20 1:52,13,,0,0
,South Korea,2/1/20 1:52,12,,0,0
Taiwan,Taiwan,2/1/20 1:52,10,,0,0
,UK,2/1/20 2:13,2,,0,0
"Chicago, IL",United States,2/1/20 2:13,2,,0,0
South Australia,Australia,2/1/20 2:13,2,,0,0
,Cambodia,2/1/20 2:13,1,,0,0
British Columbia,Canada,2/1/20 2:13,1,,0,0
,Finland,2/1/20 2:13,1,,0,0
,India,2/1/20 2:13,1,,0,0
Tibet,Mainland China,2/1/20 2:13,1,,0,0
,Nepal,2/1/20 2:13,1,,0,0
,Spain,2/1/20 2:13,1,,0,0
,Sri Lanka,2/1/20 2:13,1,,0,0
,Sweden,2/1/20 2:13,1,,0,0
"Boston, MA",United States,2/1/20 2:13,1,,0,0
New South Wales,Australia,2/1/20 5:37,4,,2,0
Victoria,Australia,2/1/20 5:37,4,,0,0
,United Arab Emirates,2/1/20 5:37,4,,0,0
Queensland,Australia,2/1/20 5:37,2,,0,0
Ontario,Canada,2/1/20 5:37,3,,0,0
,Italy,2/1/20 5:37,2,,0,0
,Philippines,2/1/20 5:37,2,,0,1
,Russia,2/1/20 5:37,2,,0,0
,Vietnam,2/1/20 6:05,6,,1,0
Taiwan,Taiwan,2/1/20 7:38,10,,0,0
Qinghai,Mainland China,2/1/20 7:38,9,,0,0
,Germany,2/1/20 7:38,8,,0,0
,Malaysia,2/1/20 7:38,8,,0,0
Macau,Macau,2/1/20 7:38,7,,0,0
,France,2/1/20 7:38,6,,0,0
Hong Kong,Hong Kong,2/1/20 7:51,14,,0,0
,Singapore,2/1/20 8:43,18,,0,0
,South Korea,2/1/20 8:43,15,,0,0
,Thailand,2/1/20 9:17,19,,5,0
,South Korea,2/1/20 10:00,15,,0,0
Qinghai,Mainland China,2/1/20 10:00,11,,0,0
,Germany,2/1/20 10:00,10,,0,0
Taiwan,Taiwan,2/1/20 10:00,10,,0,0
Macau,Macau,2/1/20 10:00,8,,0,0
,Malaysia,2/1/20 10:00,8,,0,0
,France,2/1/20 10:00,6,,0,0
,Vietnam,2/1/20 10:00,6,,1,0
,United Arab Emirates,2/1/20 10:00,5,,0,0
New South Wales,Australia,2/1/20 10:00,4,,2,0
Victoria,Australia,2/1/20 10:00,4,,0,0
Ontario,Canada,2/1/20 10:00,3,,0,0
Queensland,Australia,2/1/20 10:00,2,,0,0
South Australia,Australia,2/1/20 10:00,2,,0,0
,India,2/1/20 10:00,2,,0,0
,Italy,2/1/20 10:00,2,,0,0
,Philippines,2/1/20 10:00,2,,0,1
,Russia,2/1/20 10:00,2,,0,0
,UK,2/1/20 10:00,2,,0,0
"Chicago, IL",United States,2/1/20 10:00,2,,0,0
,Cambodia,2/1/20 10:00,1,,0,0
British Columbia,Canada,2/1/20 10:00,1,,0,0
,Finland,2/1/20 10:00,1,,0,0
Tibet,Mainland China,2/1/20 10:00,1,,0,0
,Nepal,2/1/20 10:00,1,,0,0
,Spain,2/1/20 10:00,1,,0,0
,Sri Lanka,2/1/20 10:00,1,,0,0
,Sweden,2/1/20 10:00,1,,0,0
"Boston, MA",United States,2/1/20 10:00,1,,0,0
"Los Angeles, CA",United States,2/1/20 10:00,1,,0,0
"Orange, CA",United States,2/1/20 10:00,1,,0,0
"Santa Clara, CA",United States,2/1/20 10:00,1,,0,0
"Seattle, WA",United States,2/1/20 10:00,1,,0,0
"Tempe, AZ",United States,2/1/20 10:00,1,,0,0
Hubei,Mainland China,2/1/20 10:00,9074,,215,294
Zhejiang,Mainland China,2/1/20 10:00,661,,23,0
Guangdong,Mainland China,2/1/20 10:00,604,,14,0
Henan,Mainland China,2/1/20 10:00,493,,4,2
Hunan,Mainland China,2/1/20 10:00,463,,8,0
Anhui,Mainland China,2/1/20 10:00,340,,5,0
Jiangxi,Mainland China,2/1/20 10:00,333,,10,0
Chongqing,Mainland China,2/1/20 10:00,262,,3,1
Jiangsu,Mainland China,2/1/20 10:00,236,,6,0
Sichuan,Mainland China,2/1/20 10:00,231,,3,1
Shandong,Mainland China,2/1/20 10:00,225,,5,0
Beijing,Mainland China,2/1/20 10:00,183,,9,1
Shanghai,Mainland China,2/1/20 10:00,177,,10,1
Fujian,Mainland China,2/1/20 10:00,159,,0,0
Shaanxi,Mainland China,2/1/20 10:00,116,,0,0
Guangxi,Mainland China,2/1/20 10:00,111,,2,0
Hebei,Mainland China,2/1/20 10:00,104,,3,1
Heilongjiang,Mainland China,2/1/20 10:00,95,,2,2
Yunnan,Mainland China,2/1/20 10:00,93,,2,0
Liaoning,Mainland China,2/1/20 10:00,64,,1,0
Hainan,Mainland China,2/1/20 10:00,63,,1,1
Shanxi,Mainland China,2/1/20 10:00,56,,1,0
Tianjin,Mainland China,2/1/20 10:00,45,,0,0
Gansu,Mainland China,2/1/20 10:00,40,,0,0
Guizhou,Mainland China,2/1/20 10:00,38,,2,0
Ningxia,Mainland China,2/1/20 10:00,28,,0,0
Inner Mongolia,Mainland China,2/1/20 10:00,27,,1,0
Jilin,Mainland China,2/1/20 10:00,23,,1,0
Xinjiang,Mainland China,2/1/20 10:00,21,,0,0
,Japan,2/1/20 10:00,20,,1,0
Hong Kong,Hong Kong,2/1/20 10:33,15,,0,0
,Singapore,2/1/20 10:43,18,,0,0
,Thailand,2/1/20 10:53,19,,5,0
,Japan,2/1/20 11:03,20,,1,0
Xinjiang,Mainland China,2/1/20 11:53,21,,0,0
Jilin,Mainland China,2/1/20 13:33,23,,1,0
Inner Mongolia,Mainland China,2/1/20 14:03,27,,1,0
Ningxia,Mainland China,2/1/20 14:23,28,,0,0
Tianjin,Mainland China,2/1/20 15:23,48,,1,0
Guizhou,Mainland China,2/1/20 15:23,38,,2,0
Liaoning,Mainland China,2/1/20 15:43,70,,1,0
Shanxi,Mainland China,2/1/20 15:43,66,,3,0
Hainan,Mainland China,2/1/20 15:43,64,,4,1
Gansu,Mainland China,2/1/20 15:43,51,,3,0
Yunnan,Mainland China,2/1/20 15:53,105,,3,0
Heilongjiang,Mainland China,2/1/20 15:53,95,,2,2
Hebei,Mainland China,2/1/20 17:43,113,,3,1
,Malaysia,2/1/20 18:12,8,,0,0
,France,2/1/20 18:12,6,,0,0
,Vietnam,2/1/20 18:12,6,,1,0
,United Arab Emirates,2/1/20 18:12,5,,0,0
New South Wales,Australia,2/1/20 18:12,4,,2,0
Victoria,Australia,2/1/20 18:12,4,,0,0
Ontario,Canada,2/1/20 18:12,3,,0,0
Queensland,Australia,2/1/20 18:12,2,,0,0
South Australia,Australia,2/1/20 18:12,2,,0,0
,India,2/1/20 18:12,2,,0,0
,Italy,2/1/20 18:12,2,,0,0
,Philippines,2/1/20 18:12,2,,0,1
,Russia,2/1/20 18:12,2,,0,0
,UK,2/1/20 18:12,2,,0,0
"Chicago, IL",United States,2/1/20 18:12,2,,0,0
,Cambodia,2/1/20 18:12,1,,0,0
British Columbia,Canada,2/1/20 18:12,1,,0,0
,Finland,2/1/20 18:12,1,,0,0
Tibet,Mainland China,2/1/20 18:12,1,,0,0
,Nepal,2/1/20 18:12,1,,0,0
,Spain,2/1/20 18:12,1,,0,0
,Sri Lanka,2/1/20 18:12,1,,0,0
,Sweden,2/1/20 18:12,1,,0,0
"Boston, MA",United States,2/1/20 18:12,1,,0,0
"Los Angeles, CA",United States,2/1/20 18:12,1,,0,0
"Orange, CA",United States,2/1/20 18:12,1,,0,0
"Santa Clara, CA",United States,2/1/20 18:12,1,,0,0
"Seattle, WA",United States,2/1/20 18:12,1,,0,0
"Tempe, AZ",United States,2/1/20 18:12,1,,0,0
Hubei,Mainland China,2/1/20 18:12,11177,,295,350
Zhejiang,Mainland China,2/1/20 18:12,661,,32,0
Guangdong,Mainland China,2/1/20 18:12,632,,15,0
Henan,Mainland China,2/1/20 18:12,493,,10,2
Hunan,Mainland China,2/1/20 18:12,463,,16,0
Anhui,Mainland China,2/1/20 18:12,340,,7,0
Jiangxi,Mainland China,2/1/20 18:12,333,,12,0
Chongqing,Mainland China,2/1/20 18:12,300,,7,2
Jiangsu,Mainland China,2/1/20 18:12,236,,7,0
Sichuan,Mainland China,2/1/20 18:12,231,,11,1
Shandong,Mainland China,2/1/20 18:12,230,,6,0
Shanghai,Mainland China,2/1/20 18:12,193,,10,1
Beijing,Mainland China,2/1/20 18:12,191,,9,1
Fujian,Mainland China,2/1/20 18:12,159,,0,0
Guangxi,Mainland China,2/1/20 18:12,127,,2,0
Shaanxi,Mainland China,2/1/20 18:12,116,,0,0
Macau,Macau,2/1/20 18:33,8,,0,0
,Japan,2/1/20 18:53,20,,1,0
,Thailand,2/1/20 18:53,19,,5,0
,Singapore,2/1/20 18:53,18,,0,0
Hong Kong,Hong Kong,2/1/20 18:53,15,,0,0
,South Korea,2/1/20 18:53,15,,0,0
Qinghai,Mainland China,2/1/20 18:53,11,,0,0
,Germany,2/1/20 18:53,10,,0,0
Taiwan,Taiwan,2/1/20 18:53,10,,0,0
"Chicago, IL",United States,2/1/20 19:43,2,,0,0
"Santa Clara, CA",United States,2/1/20 19:43,2,,0,0
,Cambodia,2/1/20 19:43,1,,0,0
British Columbia,Canada,2/1/20 19:43,1,,0,0
,Finland,2/1/20 19:43,1,,0,0
Tibet,Mainland China,2/1/20 19:43,1,,0,0
,Nepal,2/1/20 19:43,1,,0,0
,Spain,2/1/20 19:43,1,,0,0
,Sri Lanka,2/1/20 19:43,1,,0,0
,Sweden,2/1/20 19:43,1,,0,0
"Boston, MA",United States,2/1/20 19:43,1,,0,0
"Los Angeles, CA",United States,2/1/20 19:43,1,,0,0
"Orange, CA",United States,2/1/20 19:43,1,,0,0
"Seattle, WA",United States,2/1/20 19:43,1,,0,0
"Tempe, AZ",United States,2/1/20 19:43,1,,0,0
Hubei,Mainland China,2/1/20 19:43,11177,,295,350
Zhejiang,Mainland China,2/1/20 19:43,661,,32,0
Guangdong,Mainland China,2/1/20 19:43,632,,15,0
Henan,Mainland China,2/1/20 19:43,493,,10,2
Hunan,Mainland China,2/1/20 19:43,463,,16,0
Anhui,Mainland China,2/1/20 19:43,340,,7,0
Jiangxi,Mainland China,2/1/20 19:43,333,,12,0
Chongqing,Mainland China,2/1/20 19:43,300,,7,2
Jiangsu,Mainland China,2/1/20 19:43,236,,7,0
Sichuan,Mainland China,2/1/20 19:43,231,,11,1
Shandong,Mainland China,2/1/20 19:43,230,,6,0
Shanghai,Mainland China,2/1/20 19:43,193,,10,1
Beijing,Mainland China,2/1/20 19:43,191,,9,1
Fujian,Mainland China,2/1/20 19:43,159,,0,0
Guangxi,Mainland China,2/1/20 19:43,127,,2,0
Shaanxi,Mainland China,2/1/20 19:43,116,,0,0
Hebei,Mainland China,2/1/20 19:43,113,,3,1
Yunnan,Mainland China,2/1/20 19:43,105,,3,0
Heilongjiang,Mainland China,2/1/20 19:43,95,,2,2
Liaoning,Mainland China,2/1/20 19:43,70,,1,0
Shanxi,Mainland China,2/1/20 19:43,66,,3,0
Hainan,Mainland China,2/1/20 19:43,64,,4,1
Gansu,Mainland China,2/1/20 19:43,51,,3,0
Tianjin,Mainland China,2/1/20 19:43,48,,1,0
Guizhou,Mainland China,2/1/20 19:43,38,,2,0
Ningxia,Mainland China,2/1/20 19:43,28,,0,0
Inner Mongolia,Mainland China,2/1/20 19:43,27,,1,0
Jilin,Mainland China,2/1/20 19:43,23,,1,0
Xinjiang,Mainland China,2/1/20 19:43,21,,0,0
Inner Mongolia,Mainland China,2/1/20 19:53,27,,1,0
Xinjiang,Mainland China,2/1/20 19:53,24,,0,0
,Japan,2/1/20 19:53,20,,1,0
,Thailand,2/1/20 19:53,19,,5,0
,Singapore,2/1/20 19:53,18,,0,0
Hong Kong,Hong Kong,2/1/20 19:53,15,,0,0
,South Korea,2/1/20 19:53,15,,0,0
Qinghai,Mainland China,2/1/20 19:53,11,,0,0
,Germany,2/1/20 19:53,10,,0,0
Taiwan,Taiwan,2/1/20 19:53,10,,0,0
Macau,Macau,2/1/20 19:53,8,,0,0
,Malaysia,2/1/20 19:53,8,,0,0
,France,2/1/20 19:53,6,,0,0
,Vietnam,2/1/20 19:53,6,,1,0
,United Arab Emirates,2/1/20 19:53,5,,0,0
New South Wales,Australia,2/1/20 19:53,4,,2,0
Victoria,Australia,2/1/20 19:53,4,,0,0
Ontario,Canada,2/1/20 19:53,3,,0,0
Queensland,Australia,2/1/20 19:53,2,,0,0
South Australia,Australia,2/1/20 19:53,2,,0,0
,India,2/1/20 19:53,2,,0,0
,Italy,2/1/20 19:53,2,,0,0
,Philippines,2/1/20 19:53,2,,0,1
,Russia,2/1/20 19:53,2,,0,0
,UK,2/1/20 19:53,2,,0,0
Shanxi,Mainland China,2/1/20 23:33,66,,3,0
Gansu,Mainland China,2/1/20 23:33,51,,3,0
Tianjin,Mainland China,2/1/20 23:33,48,,1,0
Guizhou,Mainland China,2/1/20 23:33,46,,2,0
Jilin,Mainland China,2/1/20 23:33,31,,1,0
Ningxia,Mainland China,2/1/20 23:33,28,,0,0
Shandong,Mainland China,2/1/20 23:43,246,,6,0
Shanghai,Mainland China,2/1/20 23:43,193,,10,1
Beijing,Mainland China,2/1/20 23:43,191,,9,1
Fujian,Mainland China,2/1/20 23:43,159,,0,0
Guangxi,Mainland China,2/1/20 23:43,127,,2,0
Shaanxi,Mainland China,2/1/20 23:43,116,,0,0
Hebei,Mainland China,2/1/20 23:43,113,,3,1
Yunnan,Mainland China,2/1/20 23:43,105,,3,0
Heilongjiang,Mainland China,2/1/20 23:43,95,,2,2
Hainan,Mainland China,2/1/20 23:43,71,,4,1
Liaoning,Mainland China,2/1/20 23:43,70,,1,0
Chongqing,Mainland China,2/2/20 0:23,300,,7,2
Jiangsu,Mainland China,2/2/20 0:23,271,,7,0
Sichuan,Mainland China,2/2/20 0:23,254,,12,1
Hunan,Mainland China,2/2/20 0:43,521,,16,0
Anhui,Mainland China,2/2/20 0:43,408,,7,0
Jiangxi,Mainland China,2/2/20 0:43,391,,18,0
Guangdong,Mainland China,2/2/20 0:53,683,,15,0
Henan,Mainland China,2/2/20 0:53,566,,14,2
"Santa Clara, CA",United States,2/2/20 1:03,2,,0,0
,Cambodia,2/2/20 1:03,1,,0,0
British Columbia,Canada,2/2/20 1:03,1,,0,0
,Finland,2/2/20 1:03,1,,0,0
Tibet,Mainland China,2/2/20 1:03,1,,0,0
,Nepal,2/2/20 1:03,1,,0,0
,Spain,2/2/20 1:03,1,,0,0
,Sri Lanka,2/2/20 1:03,1,,0,0
,Sweden,2/2/20 1:03,1,,0,0
"Boston, MA",United States,2/2/20 1:03,1,,0,0
"Los Angeles, CA",United States,2/2/20 1:03,1,,0,0
"Orange, CA",United States,2/2/20 1:03,1,,0,0
"Seattle, WA",United States,2/2/20 1:03,1,,0,0
"Tempe, AZ",United States,2/2/20 1:03,1,,0,0
Hubei,Mainland China,2/2/20 1:03,11177,,295,350
Zhejiang,Mainland China,2/2/20 1:03,724,,36,0
"Chicago, IL",United States,2/2/20 1:13,2,,0,0
"San Benito, CA",United States,2/2/20 1:13,2,,0,0
,Philippines,2/2/20 1:23,2,,0,1
,Russia,2/2/20 1:23,2,,0,0
,UK,2/2/20 1:23,2,,0,0
,India,2/2/20 1:33,2,,0,0
,Italy,2/2/20 1:33,2,,0,0
Victoria,Australia,2/2/20 1:43,4,,0,0
Ontario,Canada,2/2/20 1:43,3,,0,0
Queensland,Australia,2/2/20 1:43,2,,0,0
South Australia,Australia,2/2/20 1:43,2,,0,0
New South Wales,Australia,2/2/20 1:53,4,,2,0
,United Arab Emirates,2/2/20 2:03,5,,0,0
,France,2/2/20 2:13,6,,0,0
,Vietnam,2/2/20 2:13,6,,1,0
Hong Kong,Hong Kong,2/2/20 2:23,15,,0,0
,South Korea,2/2/20 2:23,15,,0,0
Qinghai,Mainland China,2/2/20 2:23,13,,0,0
,Germany,2/2/20 2:23,10,,0,0
Taiwan,Taiwan,2/2/20 2:23,10,,0,0
Macau,Macau,2/2/20 2:23,8,,0,0
,Malaysia,2/2/20 2:23,8,,0,0
,Japan,2/2/20 2:33,20,,1,0
,Thailand,2/2/20 2:33,19,,5,0
,Singapore,2/2/20 2:33,18,,0,0
Ningxia,Mainland China,2/2/20 2:53,31,,1,0
Xinjiang,Mainland China,2/2/20 2:53,24,,0,0
Jilin,Mainland China,2/2/20 3:05,31,,1,0
Hebei,Mainland China,2/2/20 3:23,113,,3,1
Liaoning,Mainland China,2/2/20 3:23,74,,1,0
Hainan,Mainland China,2/2/20 3:23,72,,4,1
Shanxi,Mainland China,2/2/20 3:23,66,,2,0
Tianjin,Mainland China,2/2/20 3:23,60,,1,0
Gansu,Mainland China,2/2/20 3:23,51,,3,0
Guizhou,Mainland China,2/2/20 3:23,46,,2,0
Inner Mongolia,Mainland China,2/2/20 3:23,34,,1,0
Jiangsu,Mainland China,2/2/20 3:33,271,,8,0
Shandong,Mainland China,2/2/20 3:33,259,,7,0
Sichuan,Mainland China,2/2/20 3:33,254,,14,1
Beijing,Mainland China,2/2/20 3:33,212,,12,1
Shanghai,Mainland China,2/2/20 3:33,203,,10,1
Fujian,Mainland China,2/2/20 3:33,179,,1,0
Shaanxi,Mainland China,2/2/20 3:33,128,,0,0
Guangxi,Mainland China,2/2/20 3:33,127,,7,0
Heilongjiang,Mainland China,2/2/20 3:33,121,,2,2
Yunnan,Mainland China,2/2/20 3:33,114,,5,0
Hubei,Mainland China,2/2/20 3:43,11177,,300,350
Guangdong,Mainland China,2/2/20 3:43,725,,21,0
Zhejiang,Mainland China,2/2/20 3:43,724,,43,0
Henan,Mainland China,2/2/20 3:43,566,,16,2
Hunan,Mainland China,2/2/20 3:43,521,,22,0
Anhui,Mainland China,2/2/20 3:43,408,,14,0
Jiangxi,Mainland China,2/2/20 3:43,391,,18,0
Chongqing,Mainland China,2/2/20 3:43,312,,8,2
"Boston, MA",United States,2/2/20 4:23,1,,0,0
"Los Angeles, CA",United States,2/2/20 4:23,1,,0,0
"Orange, CA",United States,2/2/20 4:23,1,,0,0
"Seattle, WA",United States,2/2/20 4:23,1,,0,0
"Tempe, AZ",United States,2/2/20 4:23,1,,0,0
,Spain,2/2/20 5:33,1,,0,0
,Sri Lanka,2/2/20 5:33,1,,0,0
,Sweden,2/2/20 5:33,1,,0,0
"Chicago, IL",United States,2/2/20 5:43,2,,0,0
"San Benito, CA",United States,2/2/20 5:43,2,,0,0
"Santa Clara, CA",United States,2/2/20 5:43,2,,0,0
,Cambodia,2/2/20 5:43,1,,0,0
British Columbia,Canada,2/2/20 5:43,1,,0,0
"London, ON",Canada,2/2/20 5:43,1,,0,0
,Finland,2/2/20 5:43,1,,0,0
Tibet,Mainland China,2/2/20 5:43,1,,0,0
,Nepal,2/2/20 5:43,1,,0,0
,UK,2/2/20 5:53,2,,0,0
"Toronto, ON",Canada,2/2/20 6:03,2,,0,0
,Italy,2/2/20 6:03,2,,0,0
,Philippines,2/2/20 6:03,2,,0,1
,Russia,2/2/20 6:03,2,,0,0
South Australia,Australia,2/2/20 7:43,2,,0,0
,India,2/2/20 8:03,3,,0,0
Queensland,Australia,2/2/20 8:03,2,,0,0
Victoria,Australia,2/2/20 8:23,4,,0,0
,France,2/2/20 8:43,6,,0,0
,United Arab Emirates,2/2/20 8:43,5,,0,0
New South Wales,Australia,2/2/20 8:43,4,,2,0
,Vietnam,2/2/20 8:53,8,,1,0
,Germany,2/2/20 9:43,12,,0,0
Taiwan,Taiwan,2/2/20 9:43,10,,0,0
Macau,Macau,2/2/20 9:43,8,,0,0
,Malaysia,2/2/20 9:43,8,,0,0
,South Korea,2/2/20 9:53,15,,0,0
Yunnan,Mainland China,2/2/20 18:03,117,,5,0
Hainan,Mainland China,2/2/20 18:03,79,,4,1
Liaoning,Mainland China,2/2/20 18:03,74,,1,0
Shanxi,Mainland China,2/2/20 18:03,74,,2,0
Tianjin,Mainland China,2/2/20 18:03,60,,1,0
Guizhou,Mainland China,2/2/20 18:03,56,,2,0
Gansu,Mainland China,2/2/20 18:03,55,,3,0
Jilin,Mainland China,2/2/20 18:03,42,,1,0
Inner Mongolia,Mainland China,2/2/20 18:03,34,,1,0
Ningxia,Mainland China,2/2/20 18:03,34,,1,0
Xinjiang,Mainland China,2/2/20 18:03,29,,0,0
,Japan,2/2/20 18:03,20,,1,0
,Thailand,2/2/20 18:03,19,,5,0
,Singapore,2/2/20 18:03,18,,0,0
Hong Kong,Hong Kong,2/2/20 18:03,15,,0,0
Qinghai,Mainland China,2/2/20 18:03,15,,0,0
Anhui,Mainland China,2/2/20 22:33,480,,14,0
Jiangxi,Mainland China,2/2/20 22:33,476,,19,0
Chongqing,Mainland China,2/2/20 22:33,337,,9,2
Jiangsu,Mainland China,2/2/20 22:33,308,,8,0
Sichuan,Mainland China,2/2/20 22:33,282,,14,1
Shandong,Mainland China,2/2/20 22:33,270,,7,0
Beijing,Mainland China,2/2/20 22:33,212,,12,1
Shanghai,Mainland China,2/2/20 22:33,208,,10,1
Fujian,Mainland China,2/2/20 22:33,179,,1,0
Heilongjiang,Mainland China,2/2/20 22:33,155,,2,2
Shaanxi,Mainland China,2/2/20 22:33,142,,1,0
Guangxi,Mainland China,2/2/20 22:33,139,,7,0
Hebei,Mainland China,2/2/20 22:33,126,,3,1
Henan,Mainland China,2/2/20 23:23,675,,20,2
Hunan,Mainland China,2/2/20 23:23,593,,22,0
Zhejiang,Mainland China,2/2/20 23:33,829,,48,0
Guangdong,Mainland China,2/2/20 23:33,797,,21,0
"Los Angeles, CA",United States,2/2/20 23:43,1,,0,0
"Orange, CA",United States,2/2/20 23:43,1,,0,0
"Seattle, WA",United States,2/2/20 23:43,1,,0,0
"Tempe, AZ",United States,2/2/20 23:43,1,,0,0
Hubei,Mainland China,2/2/20 23:43,13522,,396,414
,Spain,2/2/20 23:53,1,,0,0
,Sri Lanka,2/2/20 23:53,1,,0,0
,Sweden,2/2/20 23:53,1,,0,0
"Boston, MA",United States,2/2/20 23:53,1,,0,0
Tibet,Mainland China,2/3/20 0:03,1,,0,0
,Nepal,2/3/20 0:03,1,,0,0
"London, ON",Canada,2/3/20 0:13,1,,0,0
